title,snippet,link
Axis co-founder Martin Gren named most influential in security and ...,"Feb 5, 2013 ... Together with Carl-Axel Alm, Gren, 50, invented the world's first IP ... These have 
included network print servers, IBM connectivity products, ...",https://www.axis.com/press-center/press-release/2778
AXIS 540+/AXIS 560 User«s Guide,"... ARP, BOOTP, Debian, Ethernet, EtherTalk, IBM, LAN Manager, LAN Server, ... 
Installation instructions in this book cover the above operating systems over ...",https://www.axis.com/files/userguide/AXIS_540p_560_UG_21376r1.pdf
Replacing the Controller Module on a 20xx System,"If your system is in an HA pair, the partner node must be able to take over the ... 
IBM, the IBM logo, and ibm.com are trademarks or registered trademarks of ...",http://resource.boschsecurity.com/documents/Installation_Manual_enUS_1210926603.pdf
TECHNICAL SERVICE NOTE,"Jan 5, 1998 ... 1.1 Work Included ... related work as shown in all contract documents. ... A. The 
remote programmer shall operate with an IBM compatible ...",http://resource.boschsecurity.com/documents/Technical_Service_Note_enUS_2504989067.pdf
'i' for intelligence live broadcast Questions and answers.,"Oct 26, 2017 ... together with Milestone? Q19. ... And, how can video data be combined with ... 
can be offered by Bosch, together with partners like NEC, IBM,.",https://media.boschsecurity.com/fs/media/pb/media/products_1/video_systems_1/i_series_1/qa_i_for_intelligence.pdf
Replacing DIMMs on a FAS20xx system,"For a node that is not configured with a high-availability (HA) partner, you must ... 
A complete and current list of other IBM trademarks is available on the Web at.",http://resource.boschsecurity.com/documents/Installation_Manual_enUS_1210930059.pdf
Replacing an NVMEM Battery on a FAS20xx System,"For a node that is not configured with a high-availability (HA) partner, you must ... 
IBM, the IBM logo, and ibm.com are trademarks or registered trademarks of ...",http://resource.boschsecurity.com/documents/Installation_Manual_enUS_1210933515.pdf
29329H DS7400xi Datasheet.fm,"an IBM PC (or IBM compatible) running Windows and a standard ... The input 
loop operates the same as all ... Fire circuits will work with 2 or 4-wire detectors.",http://resource.boschsecurity.com/documents/Data_sheet_enUS_2511154827.pdf
LTC 8600_LTC 8800_02.book,"Typical AutoDome Camera. Optional LTC 8859 MCS or GUI Soft- ware Package 
can be Run on IBM or. IBM Compatible Computer. Main Bay can Operate.",http://resource.boschsecurity.com/documents/LTC_8500_8600_8800_User_Guide___Instruction_Book_enUS_2367676043.pdf
BVC 1.4 Software Release Letter,"BVC now works with VRM 2.30 which has support for Netapp E-series storage 
solutions. ... http://www-01.ibm.com/support/docview.wss?uid=swg21579579.",http://resource.boschsecurity.com/documents/Release_Note_enUS_1958310667.pdf
BIS OSS Licenses 4.4,"an instrument in writing signed by an authorized signatory of Adobe. ... Work and 
such Derivative Works in Source or Object form. ... IBM, AT&T, and Mitsubishi.",https://resource.boschsecurity.com/documents/BIS_Addendum_all_28157544459.pdf
ICP-CC404,"outstanding operating and installation features of this ... numbers together and 
program the sum. In this ... IBM or compatible computer to the ICP-CC404.",http://resource.boschsecurity.com/documents/Installation_Manual_enUS_2500367371.pdf
Speed Dome Baseline V2.640.0000000.6.R Version User Manual,"Oct 24, 2018 ... VGA is the trademark of IBM. ... Please operate according to actual products. ... 
will be added to the new version without prior announcement.",https://www.dahuasecurity.com/asset/upload/uploads/soft/20181024/Release-Notes_V2.640.0000000.6.R.181011.pdf
Product Security Hardening Guide V2.0.0 DAHUA TECHNOLOGY ...,"Nov 20, 2018 ... VGA is the trademark of IBM. ○ Windows logo and ... software platform and the 
implementation of specific solution. It does not provide any ...",https://www.dahuasecurity.com/asset/upload/uploads/soft/20181120/Dahua-Product-Security-Hardening-Guide-V2_0_01.pdf
Corporate News,"Aug 2, 2019 ... Nowadays, cameras often work with various types of sensors that can provide ... 
The concept of smart city was first proposed by IBM in 2008.",https://www.dahuasecurity.com/newsEvents/pressRelease/2787
Speed Dome Baseline V2.622.0000000.7.R Version User Manual,"May 31, 2018 ... VGA is the trademark of IBM. ... Please operate according to actual products. ... 
will be added to the new version without prior announcement.",https://www.dahuasecurity.com/asset/upload/Firmware/20180531/dh_sd-mao-rhea_eng_p_stream3_ivs_v2_622_0000000_7_r_180404.pdf
IoT Security Technology White Paper V1.0.0,"Nov 20, 2018 ... VGA is the trademark of IBM. ○ ... 4.4.3 Secure Operating Environment . ... the 
device layer, network layer and platform layer of IoT security.",https://www.dahuasecurity.com/asset/upload/uploads/soft/20181120/IoT-Security-Technology-White-Paper_V1_0_0-20180104.pdf
Speed Dome Baseline V2.640.0000000.0.R Version User Manual,"May 31, 2018 ... VGA is the trademark of IBM. ... Please operate according to actual products. ... 
will be added to the new version without prior announcement.",https://www.dahuasecurity.com/asset/upload/Firmware/20180531/dh_sd-yin-demeter_internal_pn_stream3_intelligent_v2_640_0000000_0_r_180502.pdf
Speed Dome Baseline V2.622.0000000.5.R Version User Manual,"Apr 28, 2018 ... VGA is the trademark of IBM. ... Please operate according to actual products. ... 
will be added to the new version without prior announcement.",https://www.dahuasecurity.com/asset/upload/Firmware/20180428/dh_sd-chen-nova_eng_p_stream3_v2_622_0000000_5_r_180316.pdf
Speed Dome Baseline V2.623.0000000.5.R Version User Manual,"Sep 10, 2018 ... VGA is the trademark of IBM. ... Please operate according to actual products. ... 
will be added to the new version without prior announcement.",https://www.dahuasecurity.com/asset/upload/Firmware/20180910/DH_SD-Wei-Warpway_Eng_P_Stream3_V2_623_0000000_5_R_1808211.pdf
Speed Dome Baseline V2.640.0000000.2.R Version User Manual,"Jul 31, 2018 ... VGA is the trademark of IBM. ... Please operate according to actual products. ... 
will be added to the new version without prior announcement.",https://www.dahuasecurity.com/asset/upload/Firmware/20180731/dh_sd-mao-nova_internal_pn_stream3_v2_640_0000000_2_r_180628.pdf
F Series Indoor IP Camera Quick Start Guide,"May 7, 2018 ... VGA is the trademark of IBM. ... Please operate according to actual products. ... 
Ethernet switch and the devices which operate layer-two.",https://www.dahuasecurity.com/asset/upload/uploads/soft/20190111/Dahua-Gigabit-Industrial-Managed-Switch-Command-Line-ReferenceManual-V1-0-0_20180507.pdf
IBM and NEC Bring SDN/OpenFlow to Enterprise Data Center ...,"This vision is becoming reality in real-time as IBM and NEC co-market ... ESG 
Brief: IBM/NEC Partnership Brings SDN/OpenFlow to Enterprise Data Centers. 2.",https://www.nec.com/en/global/prod/pflow/images_documents/ESG_Brief_IBM_and_NEC_Bring_SDN_OpenFlow_to_Enterprise_Data_Center_Networks.pdf
NEC Enhances Carrier Cloud Services with IBM SmartCloud for ...,"Aug 6, 2012 ... ""Small and mid-sized businesses have a lot to gain from social collaboration in 
the cloud,"" said Bethann Cregg, vice president, IBM Social ...",https://www.nec.com/en/press/201208/global_20120806_01.html
EXPRESSCLUSTER X integration with IBM Resiliency Orchestration,"Aug 5, 2019 ... pdf – The guide describes features to work with specific hardware, serving as a 
supplement to the Installation and Configuration Guide.",https://www.nec.com/en/global/prod/expresscluster/en/support/setup/QSG_IBM-Sanovi-RO_en_01.pdf
System Requirements: EXPRESSCLUSTER X for Linux | NEC,"IBM POWER (Replicator, Replicator DR, Agents except Database Agent are not 
... IBM POWER LE (Replicator, Replicator DR and Agents are not supported) ... 
your preferences or your device and is mostly used to make the site work as you
 ...",https://www.nec.com/en/global/prod/expresscluster/en/overview/sysrep_lx.html
Profile of the Group B Recipient of the 2012 C&C Prize,"Prof. Kobayashi received his Ph.D. from Princeton University in 1967 and then 
went to work as a researcher at IBM's Thomas J. Watson Research Center, where
 ...",https://www.nec.com/en/press/201210/images/1801-01-02.pdf
Linux Supported Kernel: EXPRESSCLUSTER | NEC,"... versions of Linux kernel including IA32, x86_64, and IBM Power architecture. ... 
The operating environment of EXPRESSCLUSTER server depend on kernel ...",https://www.nec.com/en/global/prod/expresscluster/en/overview/kernel.html
NEC offers embedded GxFS-e Storage Appliance: Press Releases ...,"Jan 29, 2019 ... NEC Deutschland GmbH (NEC) today announced the availability of the ... “
embedded version” of the NEC GxFS Storage appliance, where IBM ...",https://uk.nec.com/en_GB/press/201901/20190129_01.html
Mainframe Virtual Tape with Optimized Disk Backup,"Aug 28, 2015 ... Optica's zVT with NEC HYDRAstor for IBM z Systems Customers ... backup 
applications and supports z/OS, z/VM and z/VSE operating systems.",https://www.nec.com/en/global/prod/storage/product/backup/file/pdf/Fast_and_Deduplication_Backup_for_Mainframe_Users_with_Optica_zVT.pdf
Download,"Jan 15, 2010 ... IBM Power Systems cannot support failure when the power of the package ... One 
of NEC ExpressCluster's features is that it can work.",https://www.nec.com/en/global/prod/expresscluster/en/collaterals/pdf/WP_operation_verification_ibm_power_ec_nec_en.pdf
Download,"Aug 25, 2016 ... To deploy SAP HANA in a mission-critical system, a robust and highly reliable 
platform, such as that provided by IBM Power Systems, is required ...",https://www.nec.com/en/global/prod/expresscluster/en/collaterals/pdf/WP_SAPS4HANA_IBMPOWER_EXPRESSCLUSTER_EN_01.pdf
Cloud Computing (2) - ztecommunications,"Jun 9, 2010 ... IBM's “Blue Cloud” offers paid subscribers an available cloud computing platform. 
The IBM cloud includes a suite of automated, self-managing, ...",https://www.zte.com.cn/global/about/magazine/zte-communications/2010/2/en_123/186211.html
Efficient and Smooth Way to Manage Your Entire Networks ...,"Apr 16, 2009 ... The UNMS platform is flexible and can be installed in Unix or PC platform. ... The 
application servers supported include BEA Weblogic, IBM ...",https://www.zte.com.cn/global/about/magazine/zte-technologies/2009/4/en_409/170876
Developments in Big-Data Hardware - ztetechnologies,"Jul 17, 2014 ... Database platforms, especially those for big-data processing, analysis, ... and 
IBM's Netezza are examples of all-in-one hardware platforms in ...",https://www.zte.com.cn/global/about/magazine/zte-technologies/2014/4/en_646/425793.html
Cloud Computing Technology and Its Applications ...,"Dec 20, 2010 ... The number of cloud computing services and platforms has recently ... SUN, IBM 
and other manufacturers have adopted their own server ...",https://www.zte.com.cn/global/about/magazine/zte-communications/2010/4/en_140/197094.html
"The Path of Big Data: Cooperation, Innovation, Win-Win ...","IBM, Oracle, and SAP have invested heavily in acquiring data management and 
analysis companies in recent years. Thanks to the efforts of these internet giants
 ...",https://www.zte.com.cn/global/about/magazine/zte-technologies/2014/4/en_646/425790.html
ZTE selects Mitsumi as distribution partner in Africa - ZTE Press ...,"Apr 2, 2015 ... The partnership with Mitsumi enables ZTE to offer better product ... IBM, iSurf, 
Lenovo, Microsoft, Polycom, Riverbed, Samsung, Sandisk, ...",https://www.zte.com.cn/global/about/news/432764.html
Perspective on NGN Commercial Deployment in China ...,"Dec 14, 2004 ... Carriers, equipment manufacturers and other partners on the value chain ... ZTE, 
IBM and Microsoft, provides carriers with service platforms that ...",https://www.zte.com.cn/global/about/magazine/zte-communications/2004/2/en_70/162284.html
ZTE OSS: An Effective Solution for Managed Services ...,"Mar 15, 2013 ... ZTE has also established partnerships with IBM, HP, BMC, and CA. ZTE is trying 
to transform its OSS into an integrated NGOSS architecture.",https://www.zte.com.cn/global/about/magazine/zte-technologies/2013/2/en_626/390224.html
IPTV Equipment Market Analysis - ztetechnologies,"Dec 15, 2010 ... Top five equipment vendors together held about 53.3% market share ... Through 
cooperation with server providers (such as IBM and HP), and ...",https://www.zte.com.cn/global/about/magazine/zte-technologies/2010/12/en_521/196099.html
PIM of TECS OpenStack components for efficient management of 5G ...,"Jun 13, 2019 ... ZTE launches the ZTE NFVI solution together with the carrier's NFV ... 
Mainstream magnetic array vendors include EMC, IBM, and ZTE.",https://sdnfv.zte.com.cn/en/insights/2019/6/PIM-of-TECS-OpenStack-Components-for-Efficient-Management-of-5G-Universal-Hardware
Data Sheet,"The 2-socket, 2U platform has the optimum balance of resources ... Combined 
with unique agent-free management capabilities, ... IBM Tivoli Netcool/OMNIbus,.",https://www.hikvision.com/content/dam/hikvision/en/support/regional-materials/apac/DS-VD22D-BHW6-_Datasheet-Philippines-Area.pdf
